Time;alcohol;chlorides;citric acid;density;fixed acidity;free sulfur dioxide;pH;quality;residual sugar;sulphates;total sulfur dioxide;volatile acidity
935;20,8;0,06;0,38;0,99543;8,8;19;3,39;6;2,3;0,22;-64,8;0,3
936;15,8;0,06;0,38;0,99543;8,8;19;3,39;6;2,3;0;79,2;0,3
937;15,4;0,071;0,5;0,99791;12;6;3,07;4;1,4;0,3;-23,4;0,63
938;14,9;0,068;0,38;0,99356;7,2;23;3,34;7;2,8;0,52;4,2;0,38
939;16,4;0,073;0,17;0,99425;6,2;7;3,61;5;1,6;0,14;-20,9;0,46
940;14,4;0,074;0,52;0,99509;9,6;13;3,36;7;2,2;0;-22,5;0,33
941;15,5;0,082;0,49;0,99484;9,9;9;3,19;7;5;0;-32,3;0,27
942;14;0,092;0,4;0,99834;10,1;13;3,22;7;2,6;0,24;57,2;0,43
943;13,7;0,094;0,34;0,99864;9,8;10;3,24;7;2,3;0;4,5;0,5
944;15,1;0,09;0,49;0,99498;8,3;11;3,27;7;3,8;0,54;-45,6;0,3
945;16,1;0,071;0,42;0,99566;10,2;7;3,14;7;2;0,69;-18;0,44
946;14;0,092;0,58;0,99745;10,2;11;3,29;7;4,1;0,89;26,4;0,44
947;19,4;0,093;0,48;0,99408;8,3;6;3,26;7;2,1;0,12;13,2;0,28
948;16,9;0,075;0,45;0,99552;8,9;10;3,41;7;1,8;0,56;-39,9;0,12
949;16,9;0,075;0,45;0,99552;8,9;10;3,41;7;1,8;0,46;23,1;0,12
950;18,9;0,075;0,45;0,99552;8,9;10;3,41;7;1,8;0,36;23,1;0,12
951;14,4;0,093;0,48;0,99408;8,3;6;3,26;7;2,1;0;-10,8;0,28
952;18,2;0,058;0,4;0,99536;8,2;6;3,31;7;2,2;0;-19;0,31
953;13,1;0,052;0,48;0,99458;10,2;5;3,2;7;2,1;0;-8,1;0,34
954;18,2;0,082;0,4;0,99538;7,6;6;3,44;6;2,7;0;-9,9;0,43
955;18,4;0,09;0,52;0,99648;8,5;9;3,36;5;1,9;0,47;2,3;0,21
956;18,3;0,111;0,52;0,99568;9;5;3,31;6;2,1;0,32;-9;0,36
957;17,1;0,088;0,52;0,99613;9,5;12;3,29;6;2;0,08;5,1;0,37
958;12,3;0,12;0,12;0,99519;6,4;25;3,47;7;2,3;0,41;3,6;0,57
959;12;0,089;0,05;0,99735;8;12;3,36;5;2;0,51;3,2;0,59
960;15,1;0,058;0,27;0,99518;8,5;18;3,16;6;1,9;0;41,8;0,47
961;12,3;0,078;0,14;0,99592;7,1;7;3,27;5;1,6;0,22;19,8;0,56
962;15,5;0,115;0,02;0,99654;6,6;6;3,38;5;2,1;0,49;-14,4;0,57
963;12,2;0,1;0,39;0,99546;8,8;20;3,15;6;2;0,29;2,7;0,27
964;20,1;0,058;0,27;0,99518;8,5;18;3,16;6;1,9;0,75;-72,2;0,47
965;18;0,065;0,4;0,99554;8,3;24;3,34;6;2,4;0;52,8;0,34
966;13,9;0,103;0,41;0,99604;9;6;3,13;7;2,4;0;-19;0,38
967;13,2;0,097;0,2;0,99733;8,5;23;3,13;5;2,1;0,08;-101,7;0,66
968;20,2;0,068;0,43;0,9943;9;29;3,2;6;2,4;0;-87,4;0,4
969;17,2;0,079;0,09;0,99669;6,7;7;3,46;5;2,9;0,01;24,2;0,56
970;15,9;0,066;0,48;0,99724;10,4;6;3,33;6;1,9;0,07;-9;0,26
971;13,9;0,066;0,48;0,99724;10,4;6;3,33;6;1,9;0,57;-9;0,26
972;15,6;0,104;0,5;0,99643;10,1;6;3,22;7;2,4;0,35;-24,7;0,38
973;18,7;0,079;0,44;0,99605;8,5;6;3,52;5;1,7;0;-22,8;0,34
974;17,1;0,073;0,41;0,99658;8,8;7;3,3;7;5,9;0,12;14,3;0,33
975;13,4;0,083;0,3;0,997;7,2;35;3,44;5;2,1;0;-64,8;0,41
976;15,4;0,083;0,3;0,997;7,2;35;3,44;5;2,1;0,32;-136,8;0,41
977;16,1;0,109;0,29;0,99801;8,4;31;3,15;5;2,6;0,4;130,9;0,59
978;19,3;0,061;0,32;0,99416;7;9;3,28;7;3,6;0;-55,1;0,4
979;16,4;0,075;0,49;0,9969;12,2;3;3,13;5;1,4;0,53;0,6;0,45
980;17,5;0,065;0,3;0,99774;9,1;8;3,32;6;1,9;0,41;18,7;0,5
981;15;0,079;0,26;0,99712;9,5;13;3,25;5;1,9;0,52;-25,2;0,86
982;17,9;0,07;0,32;0,99418;7,3;51;3,34;6;2,1;0,72;-63;0,52
983;13,5;0,065;0,3;0,99774;9,1;8;3,32;6;1,9;0,51;18,7;0,5
984;16,4;0,075;0,49;0,9969;12,2;3;3,13;5;1,4;0,13;0,6;0,45
985;17,3;0,064;0;0,99562;7,4;7;3,45;6;2;0,18;-9,9;0,58
986;12,4;0,066;0,39;0,9947;9,8;3;3,19;7;1,4;0,25;7,7;0,34
987;14,4;0,08;0,3;0,99693;7,1;35;3,44;5;1,6;0,2;77;0,36
988;12,4;0,097;0,12;0,99596;7,7;19;3,16;5;1,7;0,29;2,7;0,39
989;19,9;0,073;0,4;0,99556;9,7;14;3,14;6;1,5;0,11;-18,9;0,295
990;10,4;0,097;0,12;0,99596;7,7;19;3,16;5;1,7;0;29,7;0,39
991;18,4;0,082;0,28;0,99694;7,1;31;3,45;5;2;0,08;6,8;0,34
992;18,4;0,076;0,1;0,99554;6,5;30;3,36;6;2;0,28;4,7;0,4
993;15,4;0,082;0,28;0,99694;7,1;31;3,45;5;2;0,28;-61,2;0,34
994;12,4;0,092;0,45;0,99918;10;20;3,15;5;2,5;0;96,8;0,35
995;14,1;0,079;0,06;0,99697;7,7;19;3,39;6;2;0,52;-77,9;0,6
996;13,8;0,087;0;0,99378;5,6;3;3,71;7;2,2;0;-20,9;0,66
997;18,8;0,087;0;0,99378;5,6;3;3,71;7;2,2;0,03;1,1;0,66
998;13,1;0,05;0,34;0,99554;8,9;4;3,12;6;1,4;0,08;-9;0,84
999;19,9;0,055;0;0,99162;6,4;7;3,47;6;1,65;0;13,2;0,69
1000;20,5;0,062;0,3;0,99495;7,5;6;3,44;7;2,2;0;-10,8;0,43
1001;11,6;0,058;0,38;0,99676;9,9;31;3,26;7;1,5;0,62;-42,3;0,35
1002;18,7;0,063;0,33;0,99516;9,1;13;3,26;7;2,05;0,74;2,7;0,29
1003;14,8;0,067;0,32;0,9928;6,8;4;3,36;7;1,8;0,05;-15,2;0,36
1004;16,3;0,081;0,29;0,99603;8,2;27;3,25;5;1,6;0,14;-85,5;0,43
1005;21,8;0,067;0,32;0,9928;6,8;4;3,36;7;1,8;0;0,8;0,36
1006;13,7;0,063;0,33;0,99516;9,1;13;3,26;7;2,05;0,74;-24,3;0,29
1007;15,7;0,064;0,34;0,99516;9,1;12;3,26;7;2;0,34;-47,5;0,3
1008;15;0,11;0,4;0,99549;8,9;12;3,23;7;3,6;0,3;-21,6;0,35
1009;16,9;0,116;0,36;0,99722;9,6;26;3,18;5;2,8;0,08;60,5;0,5
1010;17,3;0,067;0,45;0,99354;8,9;7;3,25;7;1,7;0,25;-10,8;0,28
1011;13,4;0,088;0,31;0,9957;8,9;12;3,17;6;2;0,05;20,9;0,32
1012;17;0,102;0,15;0,99604;7,7;11;3,23;5;2,1;0;35,2;1,005
1013;16;0,092;0;0,99635;7,5;22;3,38;6;1,6;0;3,1;0,71
1014;13,2;0,12;0,16;0,99454;8;3;3,22;6;2;0;-13,3;0,58
1015;15,4;0,075;0,46;0,99598;10,5;14;3,06;6;2,2;0;2,7;0,39
1016;19,6;0,068;0,4;0,99486;8,9;12;3,27;7;2,2;0,25;-25,2;0,38
1017;13,7;0,049;0,37;0,99007;8;36;2,89;6;0,9;0;119,9;0,18
1018;20,7;0,049;0,37;0,99007;8;36;2,89;6;0,9;0,24;-207,1;0,18
1019;19,4;0,078;0,14;0,99636;7;10;3,53;5;1,8;0;25,3;0,5
1020;16,9;0,123;0,66;0,99642;11,3;3;3,2;6;2,4;0,33;0,8;0,36
1021;18,9;0,123;0,66;0,99642;11,3;3;3,2;6;2,4;0;-15,2;0,36
1022;17,5;0,062;0,09;0,99584;7;4;3,35;5;2,1;0,34;0,9;0,51
1023;17,3;0,098;0,42;0,99506;8,2;3;3,27;6;2,3;0,45;-8,1;0,32
1024;19,5;0,088;0,01;0,99568;7,7;12;3,32;7;1,8;0,46;-34,2;0,58
1025;16,4;0,095;0;0,99822;8,6;17;3,33;6;2,8;0,2;-38,7;0,83
1026;15,6;0,066;0,32;0,99364;7,9;14;3,41;6;1,9;0,16;-32,4;0,31
1027;13,6;0,065;0;0,99378;6,4;28;3,49;5;2,2;0;-46,8;0,795
1028;13,1;0,075;0,21;0,99586;7,2;41;3,37;6;2,5;0;-61,2;0,34
1029;15,5;0,088;0,01;0,99568;7,7;12;3,32;7;1,8;0,16;1,8;0,58
1030;18,5;0,091;0;0,99488;7,1;9;3,42;7;2,1;0,35;-12,6;0,59
1031;13;0,093;0,01;0,99514;7,3;9;3,35;7;1,8;0;1,5;0,55
1032;16,6;0,095;0;0,99854;8,1;5;3,36;5;4,1;0,03;15,4;0,82
1033;17,4;0,089;0,08;0,99592;7,5;14;3,3;6;2,6;0,39;29,7;0,57
1034;11,7;0,077;0,18;0,99739;8,9;15;3,2;6;2,5;0,37;52,8;0,745
1035;18,6;0,085;0,34;0,99683;10,1;5;3,17;7;2,4;0,35;18,7;0,37
1036;13,5;0,082;0,34;0,99356;7,6;26;3,22;7;2,5;0,09;-31,5;0,31
1037;17,2;0,074;0,1;0,99672;7,3;20;3,35;5;1,8;0,06;61,6;0,91
1038;17,6;0,078;0,41;0,9953;8,7;25;3,24;7;6,2;0,07;-37,8;0,41
1039;12,1;0,088;0,21;0,99692;8,9;21;3,33;6;2,2;0,73;3,9;0,5
1040;13,2;0,088;0;0,99756;7,4;16;3,58;5;2,2;0,37;35,2;0,965
1041;11,8;0,079;0,19;0,99547;6,9;13;3,38;6;1,7;0,44;2,6;0,49
1042;17,1;0,088;0,21;0,99692;8,9;21;3,33;6;2,2;0,73;-74,1;0,5
1043;18,9;0,069;0,41;0,99859;9,5;18;3,29;7;8,9;0,11;42,9;0,39
1044;21,2;0,046;0,33;0,99294;6,4;12;3,36;6;3,3;0,52;58,3;0,39
1045;13,4;0,07;0;0,99438;6,9;32;3,32;6;1,4;0,08;-34,2;0,44
1046;16,7;0,076;0;0,99612;7,6;33;3,31;6;1,7;0;4,5;0,78
1047;19,4;0,082;0,17;0,99634;7,1;27;3,49;5;1,8;0,14;5,1;0,43
1048;11,9;0,081;0,36;0,99702;9,3;3;3,27;6;1,7;0,18;1,4;0,49
1049;17,8;0,084;0,36;0,99704;9,3;6;3,27;6;1,8;0,07;-15,3;0,5
1050;12,4;0,082;0,17;0,99634;7,1;27;3,49;5;1,8;0;56,1;0,43
1051;16,2;0,414;0,59;0,99702;8,5;16;3,03;5;1,4;0,84;49,5;0,46
1052;18,9;0,073;0,05;0,99258;5,6;19;3,56;5;2,4;0,25;27,5;0,605
1053;15,7;0,07;0,42;0,99426;8,3;9;3,38;7;2,3;0,17;-18;0,33
1054;17,1;0,095;0,27;0,99747;8,2;5;3,13;6;2;0,42;-69,3;0,64
1055;11,1;0,095;0,27;0,99747;8,2;5;3,13;6;2;0,22;84,7;0,64
1056;17,1;0,101;0,53;0,99586;8,9;3;3,21;7;4;0,49;1;0,48
1057;18,1;0,104;0,25;0,99784;7,6;28;3,15;5;3,9;0,07;99;0,42
1058;13,6;0,093;0,57;0,9971;9,9;30;3,19;7;2,4;0,26;-98,8;0,53
1059;14,1;0,101;0,53;0,99586;8,9;3;3,21;7;4;0,09;-19;0,48
1060;10,9;0,074;0,57;0,9981;11,6;3;3,14;6;1,8;0,4;0,8;0,23
1061;13,5;0,071;0,5;0,99462;9,1;7;3,21;8;1,8;0,09;-30,4;0,4
1062;14,4;0,098;0,44;0,9956;8;6;3,3;6;1,9;0;-13,5;0,38
1063;16,8;0,075;0,65;0,99565;10,2;6;3,22;6;2,4;0,43;-32,3;0,29
1064;16,8;0,067;0,09;0,99418;8,2;5;3,28;6;2;0,47;-9;0,74
1065;16,2;0,083;0,18;0,9963;7,7;6;3,29;6;2,4;0,2;-38;0,61
1066;19,5;0,07;0,08;0,99358;6,6;13;3,4;7;2,4;0,12;-23,4;0,52
1067;11,9;0,06;0,53;0,99572;11,1;3;3,02;7;2,2;0,13;1;0,31
1068;14,9;0,06;0,53;0,99572;11,1;3;3,02;7;2,2;0;11;0,31
1069;19,8;0,086;0,35;0,997;8;28;3,31;5;2,8;0;-98,8;0,62
1070;14,1;0,057;0,45;0,99498;9,3;19;3,18;7;1,5;0,39;-33,3;0,33
1071;18,2;0,098;0,2;0,99892;7,5;30;3,2;5;8,1;0,28;-174,8;0,77
1072;18,5;0,083;0,26;0,9968;7,2;33;3,4;6;1,8;0;-142,5;0,35
1073;14,7;0,088;0,33;0,9972;8;16;3,31;6;2,7;0,38;-70,3;0,62
1074;15,2;0,098;0,2;0,99892;7,5;30;3,2;5;8,1;0,38;101,2;0,77
1075;14,2;0,071;0,34;0,99769;9,1;45;3,44;7;2;0,66;-127,3;0,25
1076;20,4;0,073;0,56;0,99534;9,9;3;3,15;6;2;0,23;-7,2;0,32
1077;12;0,08;0,65;0,99817;8,6;3;3,27;5;6,4;0,18;-7,2;0,37
1078;20;0,08;0,65;0,99817;8,6;3;3,27;5;6,4;0,48;-15,2;0,37
1079;18,3;0,05;0,68;0,99316;7,9;37,5;3,01;7;8,3;0,31;-250,2;0,3
1080;18,8;0,047;0,56;0,99471;10,3;3;3,16;6;1,4;0,31;0,8;0,27
1081;15,3;0,05;0,68;0,99316;7,9;37,5;3,01;7;8,3;0,31;-260,1;0,3
1082;11,5;0,073;0,3;0,99685;7,2;31;3,42;6;1,8;0;7;0,38
1083;14;0,072;0,45;0,99617;8,7;32;3,33;6;2,4;0;-53,1;0,42
1084;17,5;0,073;0,3;0,99685;7,2;31;3,42;6;1,8;0;-63;0,38
1085;10,6;0,074;0,08;0,99529;6,8;40;3,12;5;1,8;0,39;6,4;0,48
1086;14,6;0,055;0,4;0,99738;8,5;3;3,38;7;4,7;0,56;-8,1;0,34
1087;19,2;0,057;0,42;0,994;7,9;18;3,29;6;1,6;0;-27;0,19
1088;12,9;0,095;0,54;0,99735;11,6;22;3,02;7;1,5;0;-36,9;0,41
1089;11,9;0,095;0,54;0,99735;11,6;22;3,02;7;1,5;0,06;45,1;0,41
1090;16,8;0,083;0,54;0,99451;10;42;2,98;8;1,9;0;-66,6;0,26
1091;20,4;0,086;0,42;0,99546;7,9;8;3,35;6;2;0,5;1,9;0,34
1092;19,5;0,081;0,09;0,99479;7;10;3,43;6;2;0,19;-14,4;0,54
1093;13;0,079;0,36;0,99615;9,2;11;3,33;7;2,2;0,56;34,1;0,31
1094;15,8;0,117;0,09;0,99655;6,6;9;3,35;6;5,5;0;18,7;0,725
1095;11,5;0,087;0,47;0,99772;9,4;6;3,15;5;2,5;0,4;2;0,4
1096;13,8;0,117;0,09;0,99655;6,6;9;3,35;6;5,5;0;-15,3;0,725
1097;13,4;0,096;0,38;0,99666;8,6;5;3,2;5;1,5;0;-34,2;0,52
1098;19,5;0,216;0,45;0,99358;8;5;3,15;7;2,1;0,21;-30,4;0,31
1099;16,4;0,096;0,38;0,99666;8,6;5;3,2;5;1,5;0,42;-34,2;0,52
1100;7,4;0,072;0,42;0,99392;8,4;23;3,11;6;2,1;1,28;39,6;0,34
1101;8;0,071;0,27;0,99388;7,4;14;3,35;6;2,1;0,33;-22,5;0,49
1102;6,2;0,078;0,09;0,99402;6,1;18;3,45;6;1,7;0,8;-27;0,48
1103;17;0,071;0,27;0,99388;7,4;14;3,35;6;2,1;0,7;2,5;0,49
1104;12,4;0,073;0,34;0,9936;8;16;3,28;6;2,2;0,46;-47,5;0,48
1105;7,8;0,048;0,28;0,99374;6,3;13;3,41;5;2,1;0,4;4,9;0,57
1106;10,3;0,069;0,42;0,99376;8,2;9;3,21;6;1,9;0,74;18,7;0,23
1107;10,7;0,068;0,41;0,99523;9,1;10;3,27;7;2;0,65;-45,6;0,3
1108;3,5;0,09;0,1;0,99855;8,1;4;3,36;5;3,3;0,4;-11,7;0,78
1109;5,8;0,171;0,43;0,9982;10,8;27;3,17;6;2,1;1,36;72,6;0,47
1110;3;0,07;0;0,99593;8,3;6;3,25;6;1,4;0,84;1,4;0,53
1111;13,3;0,092;0,27;0,99471;5,4;23;3,78;7;2;0,84;60,5;0,42
1112;11;0,056;0,41;0,99396;7,9;6;3,29;6;1,5;0,61;38,5;0,33
1113;12,5;0,074;0,39;0,99698;8,9;3;3,12;6;1,6;0,59;-9;0,24
1114;10,6;0,046;0,5;0,9902;5;29;3,49;6;4,3;0,76;-152;0,4
1115;12,3;0,091;0,07;0,99572;7;15;3,38;6;2,5;0,5;-18,9;0,69
1116;11,3;0,091;0,07;0,99572;7;15;3,38;6;2,5;0,7;-39,9;0,69
1117;10,3;0,091;0,07;0,99572;7;15;3,38;6;2,5;1,2;-39,9;0,69
1118;9,3;0,065;0,12;0,99252;7,1;14;3,3;6;2,1;0,3;-45,6;0,39
1119;17,9;0,066;0;0,99256;5,6;7;3,52;5;2,5;0,9;16,5;0,66
1120;16,1;0,076;0,34;0,99235;7,9;8;3,2;8;2,5;0,32;-32,3;0,54
1121;15,3;0,062;0;0,99352;6,6;21;3,44;6;1,8;0,55;30,8;0,5
1122;9,3;0,055;0;0,9922;6,3;27;3,45;6;1,4;0,1;-62,7;0,47
1123;16,2;0,081;0,37;0,99674;10,7;17;3,12;6;1,9;0,7;31,9;0,4
1124;9,5;0,096;0;0,99557;6,5;3;3,62;4;2,2;1,02;-24,7;0,58
1125;8,3;0,055;0,35;0,99394;8,8;13;3,14;7;1,7;0,6;-51,3;0,24
1126;11,5;0,063;0,26;0,9915;5,8;3;3,39;6;1,7;0,3;12,1;0,29
1127;14,5;0,072;0;0,99379;6,3;26;3,51;6;2,9;0,9;-46,8;0,76
1128;14;0,095;0,33;0,9984;10;28;3,22;5;2,7;1,18;-80,1;0,43
1129;12,5;0,092;0,35;0,99798;10,5;24;3,21;6;3,3;1,09;77;0,43
1130;18,4;0,058;0;0,9977;9,1;5;3,18;6;1,9;0,3;-19;0,6
1131;11,5;0,045;0,21;0,99341;5,9;57;3,32;5;1,7;0,5;-256,5;0,19
1132;8,6;0,075;0,34;0,9933;7,4;18;3,38;7;1,8;0,78;41,8;0,36
1133;12,2;0,089;0,07;0,99684;7,2;10;3,37;7;5,5;1,18;1,8;0,48
1134;5,8;0,061;0,35;0,99524;8,5;6;3,3;7;1,7;0,2;-13,5;0,28
1135;7,9;0,067;0,43;0,9946;8;22;3,38;6;1,7;1,2;5;0,25
1136;6,4;0,08;0,45;0,99774;10,4;6;3,22;6;2;0,76;1,3;0,52
1137;9,4;0,08;0,45;0,99774;10,4;6;3,22;6;2;0,66;1,3;0,52
1138;1,1;0,104;0,15;0,99786;7,5;29;3,14;5;3,7;0,88;-178,6;0,41
1139;5,5;0,079;0,24;0,99764;8,2;16;3,34;6;2;0,94;-77,4;0,51
1140;3,5;0,08;0,3;0,9969;7,3;33;3,41;6;1,7;0,95;7,9;0,4
1141;6;0,08;0,32;0,99624;8,2;24;3,27;6;2,5;0,55;78,1;0,38
1142;4,4;0,043;0,11;0,99354;6,9;6;3,3;6;2,4;0,95;1,2;0,45
1143;12;0,065;0,3;0,99672;7;16;3,61;6;1,8;1,12;-18;0,22
1144;14,1;0,066;0,23;0,99588;7,3;35;3,43;5;2,3;0,8;7;0,32
1145;17,4;0,076;0,43;0,99672;8,2;31;3,53;6;2,5;0,81;-96,9;0,2
1146;4,8;0,178;0,12;0,996;7,8;6;3,28;6;1,8;0,57;-18,9;0,5
1147;15,8;0,071;0,45;0,99702;10;6;3,21;7;6,2;0,3;-12,6;0,41
1148;7,6;0,086;0,42;0,99526;7,8;9;3,39;6;2;0,8;2,1;0,39
1149;5;0,061;0,47;0,99585;10;6;3,23;6;2;0,72;1,1;0,35
1150;16,8;0,067;0,32;0,99473;8,2;4;3,3;7;2,8;0,6;-10,8;0,33
1151;11,5;0,044;0,23;0,99352;6,1;16;3,46;6;2,5;0,15;-133;0,58
1152;9,8;0,118;0,25;0,99616;8,3;9;3,15;5;2,2;0,5;-72,2;0,6
1153;15,1;0,083;0,35;0,99622;9,6;17;3,23;6;2,1;0,9;-72,2;0,42
1154;6,4;0,1;0;0,99544;6,6;50;3,59;6;2,2;0,38;-119,7;0,58
1155;11,8;0,118;0,25;0,99616;8,3;9;3,15;5;2,2;0,8;3,8;0,6
1156;9,8;0,071;0,51;0,99524;8,5;45;3,33;7;1,75;0,9;8,8;0,18
1157;11,9;0,042;0,18;0,9924;5,1;16;3,46;7;2,1;0,8;111,1;0,51
1158;14,6;0,076;0,43;0,99572;6,7;22;3,42;6;2,8;0,46;5,4;0,41
1159;13,8;0,11;0,43;0,99728;10,2;11;3,16;5;2,2;0,67;-33,3;0,41
1160;11,1;0,087;0,57;0,99676;10,6;6;3,14;7;2,3;1,42;-18;0,36
1161;17,2;0,076;0,43;0,99551;8,8;12;3,21;6;1,4;0,45;-18,9;0,45
1162;7,8;0,075;0,42;0,99434;8,5;12;3,14;7;2,3;0,91;-36,1;0,32
1163;12;0,078;0,24;0,99692;9;10;3,29;5;1,7;0,9;-18,9;0,785
1164;13;0,078;0,24;0,99692;9;10;3,29;5;1,7;0,3;-18,9;0,785
1165;13,4;0,369;0,5;0,99634;8,5;15;3,01;5;1,9;0,8;3,8;0,44
1166;16,2;0,111;0,26;0,99709;9,9;7;2,94;5;2;1,38;66;0,54
1167;9,4;0,074;0,39;0,99528;8,2;29;3,32;7;2,5;0,78;-43,2;0,33
1168;7;0,067;0,27;0,99384;6,5;8;3,21;6;2,8;0,1;-83,6;0,34
1169;14,5;0,086;0,29;0,99502;7,6;5;3,32;6;2,3;0,82;-12,6;0,5
1170;3,5;0,062;0,34;0,99667;9,2;5;3,2;6;1,6;1,47;13,2;0,36
1171;9,8;0,078;0;0,99522;7,1;26;3,42;6;2,2;0,68;4,4;0,59
1172;12,3;0,074;0,46;0,99649;9,7;5;3,27;6;2,1;1,04;17,6;0,42
1173;10,5;0,079;0,31;0,99716;7,6;26;3,46;6;1,7;0,82;71,5;0,36
1174;13,5;0,079;0,31;0,99716;7,6;26;3,46;6;1,7;0,42;71,5;0,36
1175;5,5;0,095;0;0,99541;6,5;48;3,61;6;2,2;0,9;-53,1;0,61
1176;10,2;0,079;0,03;0,99572;6,5;23;3,58;4;5,6;0,9;4,7;0,88
1177;5,7;0,052;0;0,99318;7,1;6;3,35;7;2,4;0,5;-20,9;0,66
1178;12,4;0,041;0;0,99346;5,6;17;3,68;5;2,1;0,2;85,8;0,915
1179;18;0,076;0,33;0,99599;8,2;11;3,27;6;2,4;0,51;-89,3;0,35
1180;8;0,076;0,33;0,99599;8,2;11;3,27;6;2,4;0,51;-89,3;0,35
1181;11,4;0,068;0,43;0,99478;9,8;5;3,19;5;1,65;0,46;12,1;0,39
1182;10,5;0,068;0,4;0,99754;10,2;41;3,38;6;2,5;0,66;-102,6;0,4
1183;15,3;0,07;0,07;0,99572;6,8;16;3,29;5;1,6;0,7;6,1;0,66
1184;10,9;0,08;0,23;0,99538;6,7;11;3,36;5;2,1;0,9;130,9;0,64
1185;11,9;0,085;0,3;0,99346;7;6;3,33;6;2;0,8;42,9;0,43
1186;18,2;0,079;0,03;0,9963;6,6;6;3,52;5;7,8;0,3;1,2;0,8
1187;7,9;0,085;0,3;0,99346;7;6;3,33;6;2;0,7;-74,1;0,43
1188;9,9;0,08;0,23;0,99538;6,7;11;3,36;5;2,1;0,8;-107,1;0,64
1189;10,6;0,075;0,05;0,99616;8,8;5;3,3;4;1,8;0,94;-36,1;0,955
1190;19,5;0,08;0,57;0,99652;9,1;6;3,28;6;4,6;0,1;2;0,4
1191;11,8;0,166;0;0,99551;6,5;6;3,56;5;2,3;0,6;13,2;0,885
1192;7,4;0,063;0,37;0,99439;7,2;11;3,52;7;2,5;0,9;-36,9;0,25
1193;12,8;0,166;0;0,99551;6,4;6;3,56;5;2,3;0,8;-10,8;0,885
1194;12,5;0,114;0,12;0,99588;7;15;3,22;6;1,8;0,3;6,4;0,745
1195;11,5;0,078;0,22;0,99633;6,2;21;3,52;6;1,8;1;-50,4;0,43
1196;8,5;0,076;0,23;0,99686;7,9;23;3,21;6;2,3;0,88;9,4;0,58
1197;4,8;0,069;0,21;0,99458;7,7;4;3,16;6;1,5;0,74;9,9;0,57
1198;7,9;0,052;0,26;0,9951;7,7;19;3,15;6;2;0,2;7,7;0,26
1199;10,5;0,076;0,23;0,99686;7,9;23;3,21;6;2,3;0,78;-178,6;0,58
1200;10,8;0,069;0,21;0,99458;7,7;4;3,16;6;1,5;0,9;-17,1;0,57
1201;14,2;0,065;0,36;0,99419;7,9;5;3,27;7;1,9;0,74;11;0,34
1202;9,7;0,068;0,39;0,99516;8,6;6;3,35;8;1,8;0,5;13,2;0,42
1203;9,4;0,111;0,19;0,99878;9,9;33;3,14;5;5,8;1,15;83,6;0,74
1204;9;0,074;0,46;0,99534;7,2;24;3,4;7;2,1;0,55;4,4;0,36
1205;17;0,074;0,46;0,99534;7,2;24;3,4;7;2,1;1,25;48,4;0,36
1206;14;0,074;0,46;0,99534;7,2;24;3,4;7;2,1;0,6;4,4;0,36
1207;10;0,136;0,55;0,99752;9,9;24;3,35;5;1,7;0,84;-46,8;0,72
1208;14;0,074;0,46;0,99534;7,2;24;3,4;7;2,1;1,05;-39,6;0,36
1209;11,2;0,071;0,43;0,99428;6,2;14;3,45;7;2;0,47;2,4;0,39
1210;8,4;0,078;0,02;0,99498;6,8;8;3,35;6;2,1;0,4;16,5;0,65
1211;7,3;0,076;0,15;0,9957;6,6;22;3,32;5;2,1;0,9;-100,7;0,44
1212;7,4;0,078;0,02;0,99498;6,8;8;3,35;6;2,1;0,52;1,5;0,65
1213;13,5;0,071;0,42;0,99659;9,6;5;3,15;6;1,9;0,75;1,3;0,38
1214;9,4;0,081;0,46;0,99628;10,2;6;3,1;6;1,9;0,5;0,9;0,33
1215;14,3;0,095;0,46;0,99488;8,8;20;3,26;6;2,1;0,66;31,9;0,27
1216;7,5;0,079;0,31;0,99677;7,9;10;3,29;6;2;0,69;86,9;0,57
1217;9;0,057;0,37;0,99408;8,2;43;3,23;6;1,9;1,21;-140,6;0,34
1218;8,6;0,082;0,31;0,996;8,2;8;3,24;6;1,9;0,99;-21,6;0,4
1219;12,9;0,044;0,4;0,99478;9;25;3,2;6;1,3;0,43;-95;0,39
1220;16,5;0,132;0,52;0,99734;10,9;17;3,28;6;1,8;0,57;-83,6;0,32
1221;10,5;0,132;0,52;0,99734;10,9;17;3,28;6;1,8;0,6;-83,6;0,32
1222;13,6;0,078;0,22;0,99678;8,1;33;3,26;6;2,2;0,56;8,9;0,53
1223;7;0,074;0,47;0,99638;10,5;9;3,23;6;2,2;0,56;-20,7;0,36
1224;7,3;0,08;0,49;0,9992;12,6;8;3,07;6;2,5;0,92;22;0,39
1225;10,4;0,091;0,23;0,99922;9,2;18;3,15;5;2,6;0,4;-69,3;0,46
1226;10,2;0,08;0,03;0,99592;7,5;27;3,02;5;4,1;1,17;4,6;0,58
1227;12,6;0,104;0,25;0,99769;9;8;3,27;5;2;0,8;-39,9;0,58
1228;16,6;0,044;0;0,99157;5,1;18;3,68;7;1,8;1,13;-79,2;0,42
1229;2,5;0,075;0,29;0,99718;7,6;19;3,4;5;2,1;0,74;72,6;0,43
1230;17,8;0,066;0,34;0,9947;7,7;15;3,37;6;2,7;0,98;-52,2;0,18
1231;13,8;0,074;0,01;0,99621;7,8;48;3,38;5;2,6;0,4;9;0,815
